,x-coord,y-coord,r-radius
0,0.3262599688232046,-0.0005701178107595933,0.3795569830208123
1,0.046913089483018,-0.0542942072030923,0.2929245627994838
2,0.0795603502743734,-0.0298489034361701,0.4169458508428628
3,0.1118463202408182,-0.0926585128168012,0.3493734269798903
4,0.3302267568211482,-0.0006948260211892543,0.4536250306637994
5,0.1035750045753363,-0.072847075299869,0.2510302998914456
6,0.330741275987291,-0.1377679761949685,0.3963222202857726
7,0.0791618965457988,-0.0188963039227794,0.354930601495332
8,0.324440723743099,-0.119042947940636,0.4278243616619274
9,0.0437564845183901,-0.0599013372552649,0.4902292235091668
10,0.0313208629668325,-0.0646954368501007,0.2345177876011695
11,0.1015959659052901,-0.0822465816118879,0.3394969103633399
12,0.3152649036127062,-0.001798805745927,0.2877241727401173
13,0.3392230250805348,-0.0048282915351691,0.4149542301355262
14,0.1058122589442608,-0.0195177986666025,0.1574006533545305
15,0.1027467742198351,-0.0865557947059709,0.482583438617826
16,0.0376818606266293,-0.0675307211484232,0.5061545137228565
17,0.3203439455858721,-0.005796983951895,0.3642750491676163
18,0.3196783092995974,-0.1226220003248488,0.2291453443907079
19,0.046520711822554,-0.0605932332251255,0.426960122144343
20,0.3165886585632246,-0.1466988887468859,0.4195150354094107
21,0.3280331046015274,-0.1399015245959901,0.3793507631135912
22,0.0474599441677462,-0.0833619380844538,0.2316054867991618
23,0.094912381439509,-0.0085151176222631,0.2295328884430546
24,0.1090280546652477,-0.0182068188232015,0.4682684940551527
25,0.1005384673445464,-0.0203209493410418,0.54151120542696
26,0.0973445917546305,-0.0325723606713824,0.3996275640739811
27,0.0920535557906753,-0.0247053522431447,0.3593690435090332
28,0.1078912665432168,-0.0924784948250842,0.4877369174565369
29,0.3468262964549266,-0.1559050840428522,0.4205701473453951
30,0.3263676003651701,-0.1368894665056954,0.3718324301766046
31,0.0315134157757971,-0.0657198471812672,0.4639065900031308
32,0.0854218114222164,-0.0230785508601748,0.3492648729772319
33,0.1093526180438669,-0.010294677592891,0.3010865986326787
34,0.1071322463808765,-0.0268293251746032,0.1958550254730664
35,0.3405504076958009,0.0057146482181843,0.3724696230306489
36,0.3141003081870264,-0.1458859951985235,0.3568443364774956
37,0.0264161088568567,-0.0597862901154778,0.525135921513992
38,0.1086663427649476,-0.032846436860581,0.2034456677579441
39,0.0464131809175039,-0.063364783243457,0.3047559533237243
40,0.3261458319277241,-0.1477541110052978,0.2361387180022953
41,0.3151008090334027,-0.1463428494396542,0.2976903947701741
42,0.3512646437261377,-0.0264056906381732,0.4463172391487139
43,0.1095427568385336,-0.0298151028806367,0.3410354951018892
44,0.3074397143787611,-0.1473663805770637,0.4692173609688418
45,0.3325325767462098,-0.0172115847884222,0.349018556507888
46,0.3536797308343729,-0.0096963519890881,0.4140620158812143
47,0.3116583350749509,-0.1528050059602635,0.5307440825223748
48,0.1190331425709048,-0.0754912489434348,0.357704501449846
49,0.1155578684921134,-0.0204608553764265,0.3751988742546914
50,0.3421365602684135,-0.0088770812469219,0.3384726676908586
51,0.3366043750676808,-0.0134802155534843,0.3454398000486289
52,0.3121457432883308,-0.156071737615616,0.2524544877952445
53,0.1287188514755999,-0.0812496056361642,0.3616271421903987
54,0.0866477885309096,-0.0206239763844543,0.4730180339098227
55,0.3174278397034604,-0.1512902501257392,0.4895127917937797
56,0.33361165644425,-0.0067626158498642,0.4096887244933618
57,0.1103708393818816,-0.0817785438603279,0.299944569801464
58,0.1157037773305365,-0.0715046347461396,0.1535191886671864
59,0.3186765337321954,-0.1330160330020978,0.3736316001177785
60,0.094861778844171,-0.0348829604672896,0.4605657786455681
61,0.1135289769184703,-0.0834730682957209,0.302580376987259
62,0.0986066208493452,-0.0255426828965387,0.3383709518623686
63,0.0470811035458428,-0.0616214094723629,0.4643423039416414
64,0.0974046947357951,-0.0795633076700147,0.4296964373823234
65,0.344434663751701,-0.0154567014377026,0.3515334504169131
66,0.332741019225646,-0.0321355015020448,0.2307533612294332
67,0.1039072368681666,-0.0061027650876442,0.2287120869109844
